id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url
304,Apartment 4 camere Pipera,apartment,123986,Bucuresti,Pipera,44.44542120850403,26.05120146164739,94,4.0,2012.0,8.0,10.0,no,central,7,10,"Proprietate in zona Pipera, suprafata 94 mp, pret 123986 EUR.",https://example.com/listing/304
305,House 4 camere Militari,house,214935,Bucuresti,Militari,44.402796703346276,26.066955364321764,115,4.0,1966.0,,,yes,gaz,12,13,"Proprietate in zona Militari, suprafata 115 mp, pret 214935 EUR.",https://example.com/listing/305
306,Apartment 3 camere Dorobanti,apartment,124534,Bucuresti,Dorobanti,44.424565134389276,26.11095611315895,71,3.0,1989.0,1.0,10.0,yes,electrica,20,10,"Proprietate in zona Dorobanti, suprafata 71 mp, pret 124534 EUR.",https://example.com/listing/306
307,Land  camere Pipera,land,563640,Bucuresti,Pipera,44.40542794874783,26.095313174880072,420,,,,,yes,,12,10,"Proprietate in zona Pipera, suprafata 420 mp, pret 563640 EUR.",https://example.com/listing/307
308,Land  camere Drumul Taberei,land,423315,Bucuresti,Drumul Taberei,44.42355097857309,26.145370354518843,345,,,,,no,,8,3,"Proprietate in zona Drumul Taberei, suprafata 345 mp, pret 423315 EUR.",https://example.com/listing/308
309,Land  camere Militari,land,571809,Bucuresti,Militari,44.40406443264877,26.11413817821042,511,,,,,no,,12,15,"Proprietate in zona Militari, suprafata 511 mp, pret 571809 EUR.",https://example.com/listing/309
310,Land  camere Dorobanti,land,552375,Bucuresti,Dorobanti,44.406262682167615,26.106565901082487,375,,,,,no,,16,12,"Proprietate in zona Dorobanti, suprafata 375 mp, pret 552375 EUR.",https://example.com/listing/310
311,Apartment 2 camere Berceni,apartment,170810,Bucuresti,Berceni,44.410054173013606,26.09741430535069,95,2.0,2023.0,1.0,10.0,yes,electrica,5,15,"Proprietate in zona Berceni, suprafata 95 mp, pret 170810 EUR.",https://example.com/listing/311
312,House 4 camere Titan,house,55958,Bucuresti,Titan,44.44240722924771,26.178427426953345,49,4.0,1982.0,,,yes,termoficare,14,10,"Proprietate in zona Titan, suprafata 49 mp, pret 55958 EUR.",https://example.com/listing/312
313,Apartment 3 camere Titan,apartment,93248,Bucuresti,Titan,44.416835106689675,26.159741467992088,64,3.0,2019.0,7.0,10.0,no,central,9,4,"Proprietate in zona Titan, suprafata 64 mp, pret 93248 EUR.",https://example.com/listing/313
314,Apartment 1 camere Dristor,apartment,78318,Bucuresti,Dristor,44.41467393662543,26.061213116189577,57,1.0,1999.0,1.0,10.0,yes,electrica,7,11,"Proprietate in zona Dristor, suprafata 57 mp, pret 78318 EUR.",https://example.com/listing/314
315,House 2 camere Berceni,house,128401,Bucuresti,Berceni,44.431118699747074,26.123898389480377,91,2.0,2000.0,,,yes,termoficare,3,15,"Proprietate in zona Berceni, suprafata 91 mp, pret 128401 EUR.",https://example.com/listing/315
316,Land  camere Titan,land,1489500,Bucuresti,Titan,44.44651626386244,26.11533663163405,900,,,,,no,,16,7,"Proprietate in zona Titan, suprafata 900 mp, pret 1489500 EUR.",https://example.com/listing/316
317,House 1 camere Titan,house,78156,Bucuresti,Titan,44.401355287325586,26.136260537391237,78,1.0,1966.0,,,no,electrica,19,12,"Proprietate in zona Titan, suprafata 78 mp, pret 78156 EUR.",https://example.com/listing/317
318,Land  camere Militari,land,227360,Bucuresti,Militari,44.400417667366874,26.183416842447805,203,,,,,no,,12,11,"Proprietate in zona Militari, suprafata 203 mp, pret 227360 EUR.",https://example.com/listing/318
319,Apartment 1 camere Pipera,apartment,177008,Bucuresti,Pipera,44.43349771450003,26.114234913157926,92,1.0,1981.0,7.0,10.0,no,electrica,7,4,"Proprietate in zona Pipera, suprafata 92 mp, pret 177008 EUR.",https://example.com/listing/319
320,Apartment 1 camere Drumul Taberei,apartment,162024,Bucuresti,Drumul Taberei,44.40126134879824,26.148607506643977,86,1.0,1970.0,3.0,10.0,yes,central,19,6,"Proprietate in zona Drumul Taberei, suprafata 86 mp, pret 162024 EUR.",https://example.com/listing/320
321,Apartment 1 camere Pipera,apartment,81508,Bucuresti,Pipera,44.41190124974738,26.13825993023641,82,1.0,1985.0,4.0,10.0,yes,termoficare,6,5,"Proprietate in zona Pipera, suprafata 82 mp, pret 81508 EUR.",https://example.com/listing/321
322,Apartment 4 camere Colentina,apartment,92560,Bucuresti,Colentina,44.437474983747045,26.172132115319698,65,4.0,1973.0,10.0,10.0,no,termoficare,11,9,"Proprietate in zona Colentina, suprafata 65 mp, pret 92560 EUR.",https://example.com/listing/322
323,House 3 camere Titan,house,134827,Bucuresti,Titan,44.44416690647337,26.13558611424444,103,3.0,1983.0,,,yes,electrica,9,11,"Proprietate in zona Titan, suprafata 103 mp, pret 134827 EUR.",https://example.com/listing/323
324,Apartment 2 camere Pipera,apartment,111807,Bucuresti,Pipera,44.43064302840226,26.120400693393265,101,2.0,1994.0,10.0,10.0,no,central,13,5,"Proprietate in zona Pipera, suprafata 101 mp, pret 111807 EUR.",https://example.com/listing/324
325,House 3 camere Dristor,house,123403,Bucuresti,Dristor,44.432142489420585,26.084767354440256,119,3.0,1974.0,,,no,gaz,6,15,"Proprietate in zona Dristor, suprafata 119 mp, pret 123403 EUR.",https://example.com/listing/325
326,Land  camere Berceni,land,459378,Bucuresti,Berceni,44.44939696541079,26.089381828865516,362,,,,,no,,12,12,"Proprietate in zona Berceni, suprafata 362 mp, pret 459378 EUR.",https://example.com/listing/326
327,Land  camere Militari,land,1256902,Bucuresti,Militari,44.43797239887533,26.07441319561727,794,,,,,no,,5,9,"Proprietate in zona Militari, suprafata 794 mp, pret 1256902 EUR.",https://example.com/listing/327
328,House 4 camere Dristor,house,137844,Bucuresti,Dristor,44.41353804013782,26.099027215244096,84,4.0,1983.0,,,no,termoficare,8,9,"Proprietate in zona Dristor, suprafata 84 mp, pret 137844 EUR.",https://example.com/listing/328
329,Land  camere Militari,land,856496,Bucuresti,Militari,44.4239931320328,26.112064175321677,796,,,,,no,,16,15,"Proprietate in zona Militari, suprafata 796 mp, pret 856496 EUR.",https://example.com/listing/329
330,Apartment 4 camere Titan,apartment,40040,Bucuresti,Titan,44.41714510647836,26.14976509978668,40,4.0,1976.0,5.0,10.0,yes,electrica,10,4,"Proprietate in zona Titan, suprafata 40 mp, pret 40040 EUR.",https://example.com/listing/330
331,Apartment 4 camere Militari,apartment,81264,Bucuresti,Militari,44.4252044499965,26.066130318825053,48,4.0,1996.0,7.0,10.0,no,gaz,17,4,"Proprietate in zona Militari, suprafata 48 mp, pret 81264 EUR.",https://example.com/listing/331
332,Land  camere Colentina,land,1066316,Bucuresti,Colentina,44.44423644214999,26.09719404962038,538,,,,,yes,,15,15,"Proprietate in zona Colentina, suprafata 538 mp, pret 1066316 EUR.",https://example.com/listing/332
333,Apartment 1 camere Militari,apartment,139293,Bucuresti,Militari,44.43660077360364,26.17018373787174,99,1.0,1988.0,2.0,10.0,no,gaz,11,6,"Proprietate in zona Militari, suprafata 99 mp, pret 139293 EUR.",https://example.com/listing/333
334,Land  camere Pipera,land,708812,Bucuresti,Pipera,44.417418024943885,26.14860596038662,634,,,,,yes,,17,4,"Proprietate in zona Pipera, suprafata 634 mp, pret 708812 EUR.",https://example.com/listing/334
335,House 4 camere Berceni,house,72293,Bucuresti,Berceni,44.40070710249503,26.07782204445933,67,4.0,1990.0,,,yes,central,12,12,"Proprietate in zona Berceni, suprafata 67 mp, pret 72293 EUR.",https://example.com/listing/335
336,House 1 camere Drumul Taberei,house,166992,Bucuresti,Drumul Taberei,44.417264241980824,26.141536022008623,84,1.0,1960.0,,,no,central,13,12,"Proprietate in zona Drumul Taberei, suprafata 84 mp, pret 166992 EUR.",https://example.com/listing/336
337,Apartment 1 camere Dristor,apartment,143507,Bucuresti,Dristor,44.4066470698548,26.189320816758578,91,1.0,1970.0,0.0,10.0,yes,central,20,7,"Proprietate in zona Dristor, suprafata 91 mp, pret 143507 EUR.",https://example.com/listing/337
338,Apartment 1 camere Dorobanti,apartment,171380,Bucuresti,Dorobanti,44.40444183991337,26.174295148176867,110,1.0,1964.0,1.0,10.0,yes,gaz,6,3,"Proprietate in zona Dorobanti, suprafata 110 mp, pret 171380 EUR.",https://example.com/listing/338
339,Apartment 3 camere Titan,apartment,185820,Bucuresti,Titan,44.40115254883195,26.150477136218953,114,3.0,1998.0,5.0,10.0,no,gaz,11,12,"Proprietate in zona Titan, suprafata 114 mp, pret 185820 EUR.",https://example.com/listing/339
340,Apartment 2 camere Pipera,apartment,75776,Bucuresti,Pipera,44.402508251475375,26.10678068286892,74,2.0,1984.0,4.0,10.0,no,gaz,6,6,"Proprietate in zona Pipera, suprafata 74 mp, pret 75776 EUR.",https://example.com/listing/340
341,Apartment 4 camere Titan,apartment,99260,Bucuresti,Titan,44.4407746221275,26.061855327121016,70,4.0,2016.0,5.0,10.0,yes,central,6,5,"Proprietate in zona Titan, suprafata 70 mp, pret 99260 EUR.",https://example.com/listing/341
342,Apartment 3 camere Titan,apartment,185537,Bucuresti,Titan,44.41291985705187,26.069539627203095,101,3.0,1972.0,0.0,10.0,no,gaz,10,15,"Proprietate in zona Titan, suprafata 101 mp, pret 185537 EUR.",https://example.com/listing/342
343,Apartment 4 camere Militari,apartment,193920,Bucuresti,Militari,44.41227151240936,26.15288640602727,120,4.0,2010.0,2.0,10.0,no,electrica,19,10,"Proprietate in zona Militari, suprafata 120 mp, pret 193920 EUR.",https://example.com/listing/343
344,Land  camere Pipera,land,589536,Bucuresti,Pipera,44.40905291474525,26.139088960807157,368,,,,,yes,,11,11,"Proprietate in zona Pipera, suprafata 368 mp, pret 589536 EUR.",https://example.com/listing/344
345,House 4 camere Colentina,house,100008,Bucuresti,Colentina,44.44033631330574,26.07018461463899,72,4.0,1976.0,,,no,electrica,15,13,"Proprietate in zona Colentina, suprafata 72 mp, pret 100008 EUR.",https://example.com/listing/345
346,Land  camere Dorobanti,land,924420,Bucuresti,Dorobanti,44.43325784745997,26.17704227569455,930,,,,,no,,16,2,"Proprietate in zona Dorobanti, suprafata 930 mp, pret 924420 EUR.",https://example.com/listing/346
347,House 2 camere Colentina,house,119856,Bucuresti,Colentina,44.417046942141404,26.063861061419168,88,2.0,2015.0,,,no,termoficare,16,9,"Proprietate in zona Colentina, suprafata 88 mp, pret 119856 EUR.",https://example.com/listing/347
348,Apartment 3 camere Berceni,apartment,103244,Bucuresti,Berceni,44.444714070252175,26.062283717132434,106,3.0,1994.0,10.0,10.0,yes,central,18,6,"Proprietate in zona Berceni, suprafata 106 mp, pret 103244 EUR.",https://example.com/listing/348
349,House 3 camere Dorobanti,house,101676,Bucuresti,Dorobanti,44.41480017769708,26.1870305079413,74,3.0,2003.0,,,no,electrica,7,13,"Proprietate in zona Dorobanti, suprafata 74 mp, pret 101676 EUR.",https://example.com/listing/349
350,Apartment 3 camere Dorobanti,apartment,110112,Bucuresti,Dorobanti,44.42040095445463,26.052495610704916,62,3.0,2008.0,4.0,10.0,yes,electrica,12,15,"Proprietate in zona Dorobanti, suprafata 62 mp, pret 110112 EUR.",https://example.com/listing/350
351,House 3 camere Militari,house,86652,Bucuresti,Militari,44.4149645757276,26.195346162978527,87,3.0,1971.0,,,yes,gaz,18,12,"Proprietate in zona Militari, suprafata 87 mp, pret 86652 EUR.",https://example.com/listing/351
352,Apartment 2 camere Titan,apartment,214800,Bucuresti,Titan,44.401098161776126,26.090918026919688,120,2.0,2007.0,10.0,10.0,yes,central,17,15,"Proprietate in zona Titan, suprafata 120 mp, pret 214800 EUR.",https://example.com/listing/352
353,House 1 camere Colentina,house,104650,Bucuresti,Colentina,44.4349731574233,26.061150368290313,70,1.0,1968.0,,,yes,gaz,8,12,"Proprietate in zona Colentina, suprafata 70 mp, pret 104650 EUR.",https://example.com/listing/353
354,House 1 camere Berceni,house,88011,Bucuresti,Berceni,44.414412760414194,26.18454437138478,77,1.0,1997.0,,,no,central,15,7,"Proprietate in zona Berceni, suprafata 77 mp, pret 88011 EUR.",https://example.com/listing/354
355,House 2 camere Pipera,house,80652,Bucuresti,Pipera,44.42398239842343,26.068129010299447,78,2.0,1972.0,,,yes,central,18,15,"Proprietate in zona Pipera, suprafata 78 mp, pret 80652 EUR.",https://example.com/listing/355
356,House 1 camere Pipera,house,104430,Bucuresti,Pipera,44.44939496339041,26.06440982707562,59,1.0,1979.0,,,yes,central,18,14,"Proprietate in zona Pipera, suprafata 59 mp, pret 104430 EUR.",https://example.com/listing/356
357,Apartment 2 camere Colentina,apartment,131131,Bucuresti,Colentina,44.43403359653262,26.121138318549384,77,2.0,1972.0,8.0,10.0,yes,electrica,9,4,"Proprietate in zona Colentina, suprafata 77 mp, pret 131131 EUR.",https://example.com/listing/357
358,Land  camere Drumul Taberei,land,1014909,Bucuresti,Drumul Taberei,44.43765435867828,26.061179117641657,651,,,,,yes,,18,10,"Proprietate in zona Drumul Taberei, suprafata 651 mp, pret 1014909 EUR.",https://example.com/listing/358
359,Apartment 4 camere Colentina,apartment,137740,Bucuresti,Colentina,44.42247040037478,26.119549041718656,71,4.0,1996.0,1.0,10.0,no,termoficare,4,13,"Proprietate in zona Colentina, suprafata 71 mp, pret 137740 EUR.",https://example.com/listing/359
360,Land  camere Militari,land,1024100,Bucuresti,Militari,44.42778993241213,26.151904027889568,700,,,,,no,,11,3,"Proprietate in zona Militari, suprafata 700 mp, pret 1024100 EUR.",https://example.com/listing/360
361,House 3 camere Dorobanti,house,137384,Bucuresti,Dorobanti,44.44911646949903,26.186435866672557,104,3.0,1991.0,,,yes,gaz,3,13,"Proprietate in zona Dorobanti, suprafata 104 mp, pret 137384 EUR.",https://example.com/listing/361
362,House 4 camere Drumul Taberei,house,57964,Bucuresti,Drumul Taberei,44.42284796486671,26.058053618792304,43,4.0,1961.0,,,yes,gaz,11,8,"Proprietate in zona Drumul Taberei, suprafata 43 mp, pret 57964 EUR.",https://example.com/listing/362
363,House 1 camere Militari,house,92950,Bucuresti,Militari,44.404282856082,26.1155814146772,65,1.0,2015.0,,,yes,central,20,10,"Proprietate in zona Militari, suprafata 65 mp, pret 92950 EUR.",https://example.com/listing/363
364,Land  camere Drumul Taberei,land,1052415,Bucuresti,Drumul Taberei,44.41343436593151,26.18942542434718,585,,,,,yes,,4,9,"Proprietate in zona Drumul Taberei, suprafata 585 mp, pret 1052415 EUR.",https://example.com/listing/364
365,Land  camere Pipera,land,1485462,Bucuresti,Pipera,44.43020075247302,26.081247519981627,781,,,,,yes,,12,7,"Proprietate in zona Pipera, suprafata 781 mp, pret 1485462 EUR.",https://example.com/listing/365
366,Apartment 2 camere Colentina,apartment,179124,Bucuresti,Colentina,44.40885179961386,26.07951894379949,92,2.0,1969.0,10.0,10.0,no,gaz,13,14,"Proprietate in zona Colentina, suprafata 92 mp, pret 179124 EUR.",https://example.com/listing/366
367,Land  camere Berceni,land,901476,Bucuresti,Berceni,44.44619327700692,26.176184218529134,612,,,,,yes,,10,12,"Proprietate in zona Berceni, suprafata 612 mp, pret 901476 EUR.",https://example.com/listing/367
368,Land  camere Titan,land,1749379,Bucuresti,Titan,44.422906251447664,26.081739784920853,937,,,,,no,,19,14,"Proprietate in zona Titan, suprafata 937 mp, pret 1749379 EUR.",https://example.com/listing/368
369,House 4 camere Drumul Taberei,house,171414,Bucuresti,Drumul Taberei,44.44942078133402,26.05290943042376,107,4.0,2019.0,,,no,gaz,18,12,"Proprietate in zona Drumul Taberei, suprafata 107 mp, pret 171414 EUR.",https://example.com/listing/369
370,House 4 camere Pipera,house,201250,Bucuresti,Pipera,44.42992432029001,26.109381681172916,115,4.0,1967.0,,,yes,electrica,8,10,"Proprietate in zona Pipera, suprafata 115 mp, pret 201250 EUR.",https://example.com/listing/370
371,Land  camere Berceni,land,335820,Bucuresti,Berceni,44.447822798453736,26.107007196799216,290,,,,,no,,3,8,"Proprietate in zona Berceni, suprafata 290 mp, pret 335820 EUR.",https://example.com/listing/371
372,House 4 camere Colentina,house,174720,Bucuresti,Colentina,44.4308239067728,26.19705754606443,91,4.0,2011.0,,,yes,electrica,6,13,"Proprietate in zona Colentina, suprafata 91 mp, pret 174720 EUR.",https://example.com/listing/372
373,House 1 camere Drumul Taberei,house,107811,Bucuresti,Drumul Taberei,44.417702986154694,26.076374192981255,81,1.0,1971.0,,,no,central,14,8,"Proprietate in zona Drumul Taberei, suprafata 81 mp, pret 107811 EUR.",https://example.com/listing/373
374,House 4 camere Colentina,house,81270,Bucuresti,Colentina,44.41665961087349,26.152969596720247,86,4.0,1995.0,,,yes,central,5,3,"Proprietate in zona Colentina, suprafata 86 mp, pret 81270 EUR.",https://example.com/listing/374
375,Land  camere Colentina,land,385203,Bucuresti,Colentina,44.40633124496768,26.137319992157533,221,,,,,no,,9,12,"Proprietate in zona Colentina, suprafata 221 mp, pret 385203 EUR.",https://example.com/listing/375
376,Apartment 4 camere Colentina,apartment,166576,Bucuresti,Colentina,44.41135808844041,26.17471649113308,116,4.0,1987.0,6.0,10.0,yes,termoficare,11,12,"Proprietate in zona Colentina, suprafata 116 mp, pret 166576 EUR.",https://example.com/listing/376
377,Apartment 1 camere Drumul Taberei,apartment,142146,Bucuresti,Drumul Taberei,44.445850890479306,26.12183603442426,106,1.0,1978.0,6.0,10.0,no,gaz,9,6,"Proprietate in zona Drumul Taberei, suprafata 106 mp, pret 142146 EUR.",https://example.com/listing/377
378,Land  camere Berceni,land,262392,Bucuresti,Berceni,44.4421766035646,26.094918591753775,232,,,,,yes,,5,14,"Proprietate in zona Berceni, suprafata 232 mp, pret 262392 EUR.",https://example.com/listing/378
379,House 3 camere Dristor,house,163176,Bucuresti,Dristor,44.447709113807974,26.159239323485274,104,3.0,2007.0,,,yes,gaz,3,10,"Proprietate in zona Dristor, suprafata 104 mp, pret 163176 EUR.",https://example.com/listing/379
380,Land  camere Militari,land,706459,Bucuresti,Militari,44.419038634723925,26.105256570177506,403,,,,,no,,5,3,"Proprietate in zona Militari, suprafata 403 mp, pret 706459 EUR.",https://example.com/listing/380
381,House 4 camere Dorobanti,house,110284,Bucuresti,Dorobanti,44.432002751096974,26.1302657562645,79,4.0,1997.0,,,yes,electrica,4,4,"Proprietate in zona Dorobanti, suprafata 79 mp, pret 110284 EUR.",https://example.com/listing/381
382,House 1 camere Dristor,house,120512,Bucuresti,Dristor,44.4475352550978,26.19400802103893,64,1.0,2011.0,,,no,gaz,17,8,"Proprietate in zona Dristor, suprafata 64 mp, pret 120512 EUR.",https://example.com/listing/382
383,Land  camere Drumul Taberei,land,623916,Bucuresti,Drumul Taberei,44.40591707557403,26.154170163156117,436,,,,,no,,7,6,"Proprietate in zona Drumul Taberei, suprafata 436 mp, pret 623916 EUR.",https://example.com/listing/383
384,House 1 camere Berceni,house,68922,Bucuresti,Berceni,44.41935174289945,26.07197533265681,42,1.0,1974.0,,,yes,termoficare,13,9,"Proprietate in zona Berceni, suprafata 42 mp, pret 68922 EUR.",https://example.com/listing/384
385,Apartment 1 camere Dristor,apartment,140140,Bucuresti,Dristor,44.43404667714362,26.058666699851766,98,1.0,1988.0,5.0,10.0,no,electrica,13,13,"Proprietate in zona Dristor, suprafata 98 mp, pret 140140 EUR.",https://example.com/listing/385
386,Land  camere Dorobanti,land,1626835,Bucuresti,Dorobanti,44.435654683190755,26.189736535523515,877,,,,,yes,,6,3,"Proprietate in zona Dorobanti, suprafata 877 mp, pret 1626835 EUR.",https://example.com/listing/386
387,Apartment 4 camere Berceni,apartment,115990,Bucuresti,Berceni,44.411297737226896,26.163157270705526,70,4.0,1979.0,6.0,10.0,yes,central,8,8,"Proprietate in zona Berceni, suprafata 70 mp, pret 115990 EUR.",https://example.com/listing/387
388,Land  camere Militari,land,694008,Bucuresti,Militari,44.41375666396559,26.164186876879576,504,,,,,yes,,6,10,"Proprietate in zona Militari, suprafata 504 mp, pret 694008 EUR.",https://example.com/listing/388
389,Land  camere Titan,land,541766,Bucuresti,Titan,44.40711468610143,26.171873425512178,538,,,,,no,,7,8,"Proprietate in zona Titan, suprafata 538 mp, pret 541766 EUR.",https://example.com/listing/389
390,Land  camere Drumul Taberei,land,813798,Bucuresti,Drumul Taberei,44.4358660731159,26.181654834060925,522,,,,,yes,,11,13,"Proprietate in zona Drumul Taberei, suprafata 522 mp, pret 813798 EUR.",https://example.com/listing/390
391,House 4 camere Militari,house,68784,Bucuresti,Militari,44.41634758288193,26.112388269857615,48,4.0,1970.0,,,no,gaz,4,2,"Proprietate in zona Militari, suprafata 48 mp, pret 68784 EUR.",https://example.com/listing/391
392,House 4 camere Colentina,house,147768,Bucuresti,Colentina,44.435829046859794,26.066008947132275,94,4.0,1991.0,,,no,gaz,12,12,"Proprietate in zona Colentina, suprafata 94 mp, pret 147768 EUR.",https://example.com/listing/392
393,House 1 camere Titan,house,60438,Bucuresti,Titan,44.41578845128139,26.189614888443966,42,1.0,2001.0,,,yes,central,19,12,"Proprietate in zona Titan, suprafata 42 mp, pret 60438 EUR.",https://example.com/listing/393
394,House 2 camere Dorobanti,house,152574,Bucuresti,Dorobanti,44.421292647330624,26.174985055499814,118,2.0,2017.0,,,yes,electrica,17,11,"Proprietate in zona Dorobanti, suprafata 118 mp, pret 152574 EUR.",https://example.com/listing/394
395,House 1 camere Berceni,house,151340,Bucuresti,Berceni,44.42698784278068,26.11307984860949,115,1.0,2017.0,,,no,termoficare,20,12,"Proprietate in zona Berceni, suprafata 115 mp, pret 151340 EUR.",https://example.com/listing/395
396,Land  camere Drumul Taberei,land,1067456,Bucuresti,Drumul Taberei,44.412047745456036,26.077898300115752,832,,,,,yes,,18,8,"Proprietate in zona Drumul Taberei, suprafata 832 mp, pret 1067456 EUR.",https://example.com/listing/396
397,Apartment 3 camere Drumul Taberei,apartment,171948,Bucuresti,Drumul Taberei,44.41085051720264,26.067996628011997,89,3.0,1967.0,1.0,10.0,no,central,10,11,"Proprietate in zona Drumul Taberei, suprafata 89 mp, pret 171948 EUR.",https://example.com/listing/397
398,Apartment 4 camere Dristor,apartment,116736,Bucuresti,Dristor,44.41740066829743,26.118850443794738,76,4.0,1994.0,2.0,10.0,no,termoficare,12,3,"Proprietate in zona Dristor, suprafata 76 mp, pret 116736 EUR.",https://example.com/listing/398
399,Apartment 2 camere Berceni,apartment,115311,Bucuresti,Berceni,44.447048949625035,26.129598335925436,119,2.0,1987.0,8.0,10.0,no,electrica,19,4,"Proprietate in zona Berceni, suprafata 119 mp, pret 115311 EUR.",https://example.com/listing/399
400,House 4 camere Drumul Taberei,house,66792,Bucuresti,Drumul Taberei,44.42731024124897,26.193905080362814,69,4.0,1964.0,,,no,central,4,11,"Proprietate in zona Drumul Taberei, suprafata 69 mp, pret 66792 EUR.",https://example.com/listing/400
401,House 1 camere Drumul Taberei,house,96635,Bucuresti,Drumul Taberei,44.41361850562143,26.14620088833838,55,1.0,2015.0,,,yes,electrica,12,8,"Proprietate in zona Drumul Taberei, suprafata 55 mp, pret 96635 EUR.",https://example.com/listing/401
402,Land  camere Pipera,land,382140,Bucuresti,Pipera,44.428142945967366,26.149693521391118,220,,,,,no,,6,13,"Proprietate in zona Pipera, suprafata 220 mp, pret 382140 EUR.",https://example.com/listing/402
403,Apartment 2 camere Militari,apartment,118919,Bucuresti,Militari,44.421215604129905,26.064710522864893,109,2.0,1969.0,7.0,10.0,yes,electrica,6,9,"Proprietate in zona Militari, suprafata 109 mp, pret 118919 EUR.",https://example.com/listing/403
404,House 1 camere Dorobanti,house,126815,Bucuresti,Dorobanti,44.440862826056566,26.125816799902374,65,1.0,1970.0,,,yes,central,20,9,"Proprietate in zona Dorobanti, suprafata 65 mp, pret 126815 EUR.",https://example.com/listing/404
405,House 3 camere Dristor,house,99603,Bucuresti,Dristor,44.44198798454299,26.19799597594056,51,3.0,1994.0,,,yes,electrica,15,9,"Proprietate in zona Dristor, suprafata 51 mp, pret 99603 EUR.",https://example.com/listing/405
406,Land  camere Dristor,land,579422,Bucuresti,Dristor,44.41135140397929,26.115724996861235,562,,,,,no,,5,6,"Proprietate in zona Dristor, suprafata 562 mp, pret 579422 EUR.",https://example.com/listing/406
407,House 1 camere Dorobanti,house,69483,Bucuresti,Dorobanti,44.442528671940536,26.11131411756395,53,1.0,1985.0,,,no,electrica,4,4,"Proprietate in zona Dorobanti, suprafata 53 mp, pret 69483 EUR.",https://example.com/listing/407
408,House 4 camere Colentina,house,145540,Bucuresti,Colentina,44.41472650853544,26.13133743921233,95,4.0,1993.0,,,no,electrica,6,6,"Proprietate in zona Colentina, suprafata 95 mp, pret 145540 EUR.",https://example.com/listing/408
409,Land  camere Dristor,land,1021008,Bucuresti,Dristor,44.42333155217779,26.18702279772107,717,,,,,yes,,12,4,"Proprietate in zona Dristor, suprafata 717 mp, pret 1021008 EUR.",https://example.com/listing/409
410,Land  camere Dorobanti,land,987066,Bucuresti,Dorobanti,44.44549049953749,26.099483362430203,729,,,,,yes,,15,12,"Proprietate in zona Dorobanti, suprafata 729 mp, pret 987066 EUR.",https://example.com/listing/410
411,Apartment 4 camere Colentina,apartment,104517,Bucuresti,Colentina,44.423775641439036,26.157769613075978,63,4.0,1983.0,8.0,10.0,no,gaz,3,7,"Proprietate in zona Colentina, suprafata 63 mp, pret 104517 EUR.",https://example.com/listing/411
412,House 2 camere Militari,house,197421,Bucuresti,Militari,44.42954208060788,26.166170029910507,119,2.0,1963.0,,,no,electrica,8,2,"Proprietate in zona Militari, suprafata 119 mp, pret 197421 EUR.",https://example.com/listing/412
413,Apartment 1 camere Colentina,apartment,67914,Bucuresti,Colentina,44.40504333187169,26.156819637509816,49,1.0,2022.0,5.0,10.0,no,central,18,7,"Proprietate in zona Colentina, suprafata 49 mp, pret 67914 EUR.",https://example.com/listing/413
414,Apartment 2 camere Colentina,apartment,75600,Bucuresti,Colentina,44.42719377438108,26.072285544868507,63,2.0,1992.0,10.0,10.0,no,central,16,15,"Proprietate in zona Colentina, suprafata 63 mp, pret 75600 EUR.",https://example.com/listing/414
415,Apartment 1 camere Dristor,apartment,101904,Bucuresti,Dristor,44.42613878992336,26.15376775504129,66,1.0,1964.0,9.0,10.0,yes,gaz,14,6,"Proprietate in zona Dristor, suprafata 66 mp, pret 101904 EUR.",https://example.com/listing/415
416,House 3 camere Dorobanti,house,73788,Bucuresti,Dorobanti,44.43783240678528,26.12905234909449,52,3.0,2020.0,,,no,gaz,19,9,"Proprietate in zona Dorobanti, suprafata 52 mp, pret 73788 EUR.",https://example.com/listing/416
417,Land  camere Colentina,land,1536280,Bucuresti,Colentina,44.4036398198299,26.108150397841925,796,,,,,no,,5,2,"Proprietate in zona Colentina, suprafata 796 mp, pret 1536280 EUR.",https://example.com/listing/417
418,Apartment 1 camere Titan,apartment,89460,Bucuresti,Titan,44.438585295527325,26.058840555177177,63,1.0,1962.0,4.0,10.0,yes,gaz,7,8,"Proprietate in zona Titan, suprafata 63 mp, pret 89460 EUR.",https://example.com/listing/418
419,House 3 camere Militari,house,66924,Bucuresti,Militari,44.433121223356174,26.1911116408101,66,3.0,1983.0,,,no,termoficare,16,3,"Proprietate in zona Militari, suprafata 66 mp, pret 66924 EUR.",https://example.com/listing/419
420,House 4 camere Dorobanti,house,89760,Bucuresti,Dorobanti,44.434938416628505,26.18287980021345,66,4.0,1974.0,,,no,central,19,10,"Proprietate in zona Dorobanti, suprafata 66 mp, pret 89760 EUR.",https://example.com/listing/420
421,Apartment 1 camere Pipera,apartment,139236,Bucuresti,Pipera,44.40471469096409,26.129371141290164,82,1.0,2001.0,1.0,10.0,yes,gaz,5,10,"Proprietate in zona Pipera, suprafata 82 mp, pret 139236 EUR.",https://example.com/listing/421
