id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url,price_per_sqm,age,is_new_build,distance_score,text_for_embedding
302,Land  camere Berceni,land,1159375,Bucuresti,Berceni,44.42653445713677,26.08537382237056,625,,,,,no,,19,13,"Proprietate in zona Berceni, suprafata 625 mp, pret 1159375 EUR.",https://example.com/listing/302,1855.0,,0,1.4,"land in Berceni, Bucuresti, 625 mp, nan camere, construit in nan. Detalii: Proprietate in zona Berceni, suprafata 625 mp, pret 1159375 EUR."
303,Apartment 1 camere Dristor,apartment,179487,Bucuresti,Dristor,44.43534138568063,26.171821860377936,111,1.0,1994.0,6.0,10.0,no,central,16,5,"Proprietate in zona Dristor, suprafata 111 mp, pret 179487 EUR.",https://example.com/listing/303,1617.0,31.0,0,6.4,"apartment in Dristor, Bucuresti, 111 mp, 1.0 camere, construit in 1994.0. Detalii: Proprietate in zona Dristor, suprafata 111 mp, pret 179487 EUR."
304,Apartment 4 camere Pipera,apartment,123986,Bucuresti,Pipera,44.44542120850403,26.05120146164739,94,4.0,2012.0,8.0,10.0,no,central,7,10,"Proprietate in zona Pipera, suprafata 94 mp, pret 123986 EUR.",https://example.com/listing/304,1319.0,13.0,0,9.8,"apartment in Pipera, Bucuresti, 94 mp, 4.0 camere, construit in 2012.0. Detalii: Proprietate in zona Pipera, suprafata 94 mp, pret 123986 EUR."
305,House 4 camere Militari,house,214935,Bucuresti,Militari,44.40279670334628,26.066955364321764,115,4.0,1966.0,,,yes,gaz,12,13,"Proprietate in zona Militari, suprafata 115 mp, pret 214935 EUR.",https://example.com/listing/305,1869.0,59.0,0,5.6,"house in Militari, Bucuresti, 115 mp, 4.0 camere, construit in 1966.0. Detalii: Proprietate in zona Militari, suprafata 115 mp, pret 214935 EUR."
306,Apartment 3 camere Dorobanti,apartment,124534,Bucuresti,Dorobanti,44.42456513438928,26.11095611315895,71,3.0,1989.0,1.0,10.0,yes,electrica,20,10,"Proprietate in zona Dorobanti, suprafata 71 mp, pret 124534 EUR.",https://example.com/listing/306,1754.0,36.0,0,2.0,"apartment in Dorobanti, Bucuresti, 71 mp, 3.0 camere, construit in 1989.0. Detalii: Proprietate in zona Dorobanti, suprafata 71 mp, pret 124534 EUR."
307,Land  camere Pipera,land,563640,Bucuresti,Pipera,44.40542794874783,26.095313174880072,420,,,,,yes,,12,10,"Proprietate in zona Pipera, suprafata 420 mp, pret 563640 EUR.",https://example.com/listing/307,1342.0,,0,6.8,"land in Pipera, Bucuresti, 420 mp, nan camere, construit in nan. Detalii: Proprietate in zona Pipera, suprafata 420 mp, pret 563640 EUR."
308,Land  camere Drumul Taberei,land,423315,Bucuresti,Drumul Taberei,44.42355097857309,26.145370354518843,345,,,,,no,,8,3,"Proprietate in zona Drumul Taberei, suprafata 345 mp, pret 423315 EUR.",https://example.com/listing/308,1227.0,,0,12.0,"land in Drumul Taberei, Bucuresti, 345 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 345 mp, pret 423315 EUR."
309,Land  camere Militari,land,571809,Bucuresti,Militari,44.40406443264877,26.11413817821042,511,,,,,no,,12,15,"Proprietate in zona Militari, suprafata 511 mp, pret 571809 EUR.",https://example.com/listing/309,1119.0,,0,4.8,"land in Militari, Bucuresti, 511 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 511 mp, pret 571809 EUR."
310,Land  camere Dorobanti,land,552375,Bucuresti,Dorobanti,44.406262682167615,26.106565901082487,375,,,,,no,,16,12,"Proprietate in zona Dorobanti, suprafata 375 mp, pret 552375 EUR.",https://example.com/listing/310,1473.0,,0,3.6,"land in Dorobanti, Bucuresti, 375 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 375 mp, pret 552375 EUR."
311,Apartment 2 camere Berceni,apartment,170810,Bucuresti,Berceni,44.410054173013606,26.09741430535069,95,2.0,2023.0,1.0,10.0,yes,electrica,5,15,"Proprietate in zona Berceni, suprafata 95 mp, pret 170810 EUR.",https://example.com/listing/311,1798.0,2.0,1,9.0,"apartment in Berceni, Bucuresti, 95 mp, 2.0 camere, construit in 2023.0. Detalii: Proprietate in zona Berceni, suprafata 95 mp, pret 170810 EUR."
312,House 4 camere Titan,house,55958,Bucuresti,Titan,44.44240722924771,26.178427426953345,49,4.0,1982.0,,,yes,termoficare,14,10,"Proprietate in zona Titan, suprafata 49 mp, pret 55958 EUR.",https://example.com/listing/312,1142.0,43.0,0,5.6,"house in Titan, Bucuresti, 49 mp, 4.0 camere, construit in 1982.0. Detalii: Proprietate in zona Titan, suprafata 49 mp, pret 55958 EUR."
313,Apartment 3 camere Titan,apartment,93248,Bucuresti,Titan,44.41683510668968,26.159741467992088,64,3.0,2019.0,7.0,10.0,no,central,9,4,"Proprietate in zona Titan, suprafata 64 mp, pret 93248 EUR.",https://example.com/listing/313,1457.0,6.0,1,11.0,"apartment in Titan, Bucuresti, 64 mp, 3.0 camere, construit in 2019.0. Detalii: Proprietate in zona Titan, suprafata 64 mp, pret 93248 EUR."
314,Apartment 1 camere Dristor,apartment,78318,Bucuresti,Dristor,44.41467393662543,26.061213116189577,57,1.0,1999.0,1.0,10.0,yes,electrica,7,11,"Proprietate in zona Dristor, suprafata 57 mp, pret 78318 EUR.",https://example.com/listing/314,1374.0,26.0,0,9.4,"apartment in Dristor, Bucuresti, 57 mp, 1.0 camere, construit in 1999.0. Detalii: Proprietate in zona Dristor, suprafata 57 mp, pret 78318 EUR."
315,House 2 camere Berceni,house,128401,Bucuresti,Berceni,44.431118699747074,26.123898389480377,91,2.0,2000.0,,,yes,termoficare,3,15,"Proprietate in zona Berceni, suprafata 91 mp, pret 128401 EUR.",https://example.com/listing/315,1411.0,25.0,0,10.2,"house in Berceni, Bucuresti, 91 mp, 2.0 camere, construit in 2000.0. Detalii: Proprietate in zona Berceni, suprafata 91 mp, pret 128401 EUR."
316,Land  camere Titan,land,1489500,Bucuresti,Titan,44.44651626386244,26.11533663163405,900,,,,,no,,16,7,"Proprietate in zona Titan, suprafata 900 mp, pret 1489500 EUR.",https://example.com/listing/316,1655.0,,0,5.6,"land in Titan, Bucuresti, 900 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 900 mp, pret 1489500 EUR."
317,House 1 camere Titan,house,78156,Bucuresti,Titan,44.40135528732559,26.13626053739124,78,1.0,1966.0,,,no,electrica,19,12,"Proprietate in zona Titan, suprafata 78 mp, pret 78156 EUR.",https://example.com/listing/317,1002.0,59.0,0,1.8000000000000003,"house in Titan, Bucuresti, 78 mp, 1.0 camere, construit in 1966.0. Detalii: Proprietate in zona Titan, suprafata 78 mp, pret 78156 EUR."
318,Land  camere Militari,land,227360,Bucuresti,Militari,44.40041766736688,26.183416842447805,203,,,,,no,,12,11,"Proprietate in zona Militari, suprafata 203 mp, pret 227360 EUR.",https://example.com/listing/318,1120.0,,0,6.4,"land in Militari, Bucuresti, 203 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 203 mp, pret 227360 EUR."
319,Apartment 1 camere Pipera,apartment,177008,Bucuresti,Pipera,44.43349771450003,26.11423491315793,92,1.0,1981.0,7.0,10.0,no,electrica,7,4,"Proprietate in zona Pipera, suprafata 92 mp, pret 177008 EUR.",https://example.com/listing/319,1924.0,44.0,0,12.2,"apartment in Pipera, Bucuresti, 92 mp, 1.0 camere, construit in 1981.0. Detalii: Proprietate in zona Pipera, suprafata 92 mp, pret 177008 EUR."
320,Apartment 1 camere Drumul Taberei,apartment,162024,Bucuresti,Drumul Taberei,44.40126134879824,26.148607506643977,86,1.0,1970.0,3.0,10.0,yes,central,19,6,"Proprietate in zona Drumul Taberei, suprafata 86 mp, pret 162024 EUR.",https://example.com/listing/320,1884.0,55.0,0,4.2,"apartment in Drumul Taberei, Bucuresti, 86 mp, 1.0 camere, construit in 1970.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 86 mp, pret 162024 EUR."
321,Apartment 1 camere Pipera,apartment,81508,Bucuresti,Pipera,44.41190124974738,26.13825993023641,82,1.0,1985.0,4.0,10.0,yes,termoficare,6,5,"Proprietate in zona Pipera, suprafata 82 mp, pret 81508 EUR.",https://example.com/listing/321,994.0,40.0,0,12.4,"apartment in Pipera, Bucuresti, 82 mp, 1.0 camere, construit in 1985.0. Detalii: Proprietate in zona Pipera, suprafata 82 mp, pret 81508 EUR."
322,Apartment 4 camere Colentina,apartment,92560,Bucuresti,Colentina,44.437474983747045,26.172132115319695,65,4.0,1973.0,10.0,10.0,no,termoficare,11,9,"Proprietate in zona Colentina, suprafata 65 mp, pret 92560 EUR.",https://example.com/listing/322,1424.0,52.0,0,7.8,"apartment in Colentina, Bucuresti, 65 mp, 4.0 camere, construit in 1973.0. Detalii: Proprietate in zona Colentina, suprafata 65 mp, pret 92560 EUR."
323,House 3 camere Titan,house,134827,Bucuresti,Titan,44.44416690647337,26.13558611424444,103,3.0,1983.0,,,yes,electrica,9,11,"Proprietate in zona Titan, suprafata 103 mp, pret 134827 EUR.",https://example.com/listing/323,1309.0,42.0,0,8.2,"house in Titan, Bucuresti, 103 mp, 3.0 camere, construit in 1983.0. Detalii: Proprietate in zona Titan, suprafata 103 mp, pret 134827 EUR."
324,Apartment 2 camere Pipera,apartment,111807,Bucuresti,Pipera,44.43064302840226,26.120400693393265,101,2.0,1994.0,10.0,10.0,no,central,13,5,"Proprietate in zona Pipera, suprafata 101 mp, pret 111807 EUR.",https://example.com/listing/324,1107.0,31.0,0,8.2,"apartment in Pipera, Bucuresti, 101 mp, 2.0 camere, construit in 1994.0. Detalii: Proprietate in zona Pipera, suprafata 101 mp, pret 111807 EUR."
325,House 3 camere Dristor,house,123403,Bucuresti,Dristor,44.432142489420585,26.084767354440256,119,3.0,1974.0,,,no,gaz,6,15,"Proprietate in zona Dristor, suprafata 119 mp, pret 123403 EUR.",https://example.com/listing/325,1037.0,51.0,0,8.4,"house in Dristor, Bucuresti, 119 mp, 3.0 camere, construit in 1974.0. Detalii: Proprietate in zona Dristor, suprafata 119 mp, pret 123403 EUR."
326,Land  camere Berceni,land,459378,Bucuresti,Berceni,44.44939696541079,26.08938182886552,362,,,,,no,,12,12,"Proprietate in zona Berceni, suprafata 362 mp, pret 459378 EUR.",https://example.com/listing/326,1269.0,,0,6.0,"land in Berceni, Bucuresti, 362 mp, nan camere, construit in nan. Detalii: Proprietate in zona Berceni, suprafata 362 mp, pret 459378 EUR."
327,Land  camere Militari,land,1256902,Bucuresti,Militari,44.43797239887533,26.07441319561727,794,,,,,no,,5,9,"Proprietate in zona Militari, suprafata 794 mp, pret 1256902 EUR.",https://example.com/listing/327,1583.0,,0,11.4,"land in Militari, Bucuresti, 794 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 794 mp, pret 1256902 EUR."
328,House 4 camere Dristor,house,137844,Bucuresti,Dristor,44.41353804013782,26.099027215244096,84,4.0,1983.0,,,no,termoficare,8,9,"Proprietate in zona Dristor, suprafata 84 mp, pret 137844 EUR.",https://example.com/listing/328,1641.0,42.0,0,9.6,"house in Dristor, Bucuresti, 84 mp, 4.0 camere, construit in 1983.0. Detalii: Proprietate in zona Dristor, suprafata 84 mp, pret 137844 EUR."
329,Land  camere Militari,land,856496,Bucuresti,Militari,44.4239931320328,26.11206417532168,796,,,,,no,,16,15,"Proprietate in zona Militari, suprafata 796 mp, pret 856496 EUR.",https://example.com/listing/329,1076.0,,0,2.4,"land in Militari, Bucuresti, 796 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 796 mp, pret 856496 EUR."
330,Apartment 4 camere Titan,apartment,40040,Bucuresti,Titan,44.41714510647836,26.14976509978668,40,4.0,1976.0,5.0,10.0,yes,electrica,10,4,"Proprietate in zona Titan, suprafata 40 mp, pret 40040 EUR.",https://example.com/listing/330,1001.0,49.0,0,10.4,"apartment in Titan, Bucuresti, 40 mp, 4.0 camere, construit in 1976.0. Detalii: Proprietate in zona Titan, suprafata 40 mp, pret 40040 EUR."
331,Apartment 4 camere Militari,apartment,81264,Bucuresti,Militari,44.4252044499965,26.066130318825053,48,4.0,1996.0,7.0,10.0,no,gaz,17,4,"Proprietate in zona Militari, suprafata 48 mp, pret 81264 EUR.",https://example.com/listing/331,1693.0,29.0,0,6.2,"apartment in Militari, Bucuresti, 48 mp, 4.0 camere, construit in 1996.0. Detalii: Proprietate in zona Militari, suprafata 48 mp, pret 81264 EUR."
332,Land  camere Colentina,land,1066316,Bucuresti,Colentina,44.44423644214999,26.09719404962038,538,,,,,yes,,15,15,"Proprietate in zona Colentina, suprafata 538 mp, pret 1066316 EUR.",https://example.com/listing/332,1982.0,,0,3.0,"land in Colentina, Bucuresti, 538 mp, nan camere, construit in nan. Detalii: Proprietate in zona Colentina, suprafata 538 mp, pret 1066316 EUR."
333,Apartment 1 camere Militari,apartment,139293,Bucuresti,Militari,44.43660077360364,26.17018373787174,99,1.0,1988.0,2.0,10.0,no,gaz,11,6,"Proprietate in zona Militari, suprafata 99 mp, pret 139293 EUR.",https://example.com/listing/333,1407.0,37.0,0,9.0,"apartment in Militari, Bucuresti, 99 mp, 1.0 camere, construit in 1988.0. Detalii: Proprietate in zona Militari, suprafata 99 mp, pret 139293 EUR."
334,Land  camere Pipera,land,708812,Bucuresti,Pipera,44.417418024943885,26.14860596038662,634,,,,,yes,,17,4,"Proprietate in zona Pipera, suprafata 634 mp, pret 708812 EUR.",https://example.com/listing/334,1118.0,,0,6.2,"land in Pipera, Bucuresti, 634 mp, nan camere, construit in nan. Detalii: Proprietate in zona Pipera, suprafata 634 mp, pret 708812 EUR."
335,House 4 camere Berceni,house,72293,Bucuresti,Berceni,44.40070710249503,26.07782204445933,67,4.0,1990.0,,,yes,central,12,12,"Proprietate in zona Berceni, suprafata 67 mp, pret 72293 EUR.",https://example.com/listing/335,1079.0,35.0,0,6.0,"house in Berceni, Bucuresti, 67 mp, 4.0 camere, construit in 1990.0. Detalii: Proprietate in zona Berceni, suprafata 67 mp, pret 72293 EUR."
336,House 1 camere Drumul Taberei,house,166992,Bucuresti,Drumul Taberei,44.41726424198082,26.141536022008623,84,1.0,1960.0,,,no,central,13,12,"Proprietate in zona Drumul Taberei, suprafata 84 mp, pret 166992 EUR.",https://example.com/listing/336,1988.0,65.0,0,5.4,"house in Drumul Taberei, Bucuresti, 84 mp, 1.0 camere, construit in 1960.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 84 mp, pret 166992 EUR."
337,Apartment 1 camere Dristor,apartment,143507,Bucuresti,Dristor,44.4066470698548,26.189320816758578,91,1.0,1970.0,0.0,10.0,yes,central,20,7,"Proprietate in zona Dristor, suprafata 91 mp, pret 143507 EUR.",https://example.com/listing/337,1577.0,55.0,0,3.2,"apartment in Dristor, Bucuresti, 91 mp, 1.0 camere, construit in 1970.0. Detalii: Proprietate in zona Dristor, suprafata 91 mp, pret 143507 EUR."
338,Apartment 1 camere Dorobanti,apartment,171380,Bucuresti,Dorobanti,44.40444183991337,26.174295148176867,110,1.0,1964.0,1.0,10.0,yes,gaz,6,3,"Proprietate in zona Dorobanti, suprafata 110 mp, pret 171380 EUR.",https://example.com/listing/338,1558.0,61.0,0,13.200000000000001,"apartment in Dorobanti, Bucuresti, 110 mp, 1.0 camere, construit in 1964.0. Detalii: Proprietate in zona Dorobanti, suprafata 110 mp, pret 171380 EUR."
339,Apartment 3 camere Titan,apartment,185820,Bucuresti,Titan,44.40115254883195,26.150477136218957,114,3.0,1998.0,5.0,10.0,no,gaz,11,12,"Proprietate in zona Titan, suprafata 114 mp, pret 185820 EUR.",https://example.com/listing/339,1630.0,27.0,0,6.6,"apartment in Titan, Bucuresti, 114 mp, 3.0 camere, construit in 1998.0. Detalii: Proprietate in zona Titan, suprafata 114 mp, pret 185820 EUR."
340,Apartment 2 camere Pipera,apartment,75776,Bucuresti,Pipera,44.402508251475375,26.10678068286892,74,2.0,1984.0,4.0,10.0,no,gaz,6,6,"Proprietate in zona Pipera, suprafata 74 mp, pret 75776 EUR.",https://example.com/listing/340,1024.0,41.0,0,12.0,"apartment in Pipera, Bucuresti, 74 mp, 2.0 camere, construit in 1984.0. Detalii: Proprietate in zona Pipera, suprafata 74 mp, pret 75776 EUR."
341,Apartment 4 camere Titan,apartment,99260,Bucuresti,Titan,44.4407746221275,26.061855327121016,70,4.0,2016.0,5.0,10.0,yes,central,6,5,"Proprietate in zona Titan, suprafata 70 mp, pret 99260 EUR.",https://example.com/listing/341,1418.0,9.0,1,12.4,"apartment in Titan, Bucuresti, 70 mp, 4.0 camere, construit in 2016.0. Detalii: Proprietate in zona Titan, suprafata 70 mp, pret 99260 EUR."
342,Apartment 3 camere Titan,apartment,185537,Bucuresti,Titan,44.41291985705187,26.069539627203092,101,3.0,1972.0,0.0,10.0,no,gaz,10,15,"Proprietate in zona Titan, suprafata 101 mp, pret 185537 EUR.",https://example.com/listing/342,1837.0,53.0,0,6.0,"apartment in Titan, Bucuresti, 101 mp, 3.0 camere, construit in 1972.0. Detalii: Proprietate in zona Titan, suprafata 101 mp, pret 185537 EUR."
343,Apartment 4 camere Militari,apartment,193920,Bucuresti,Militari,44.41227151240936,26.15288640602727,120,4.0,2010.0,2.0,10.0,no,electrica,19,10,"Proprietate in zona Militari, suprafata 120 mp, pret 193920 EUR.",https://example.com/listing/343,1616.0,15.0,0,2.6,"apartment in Militari, Bucuresti, 120 mp, 4.0 camere, construit in 2010.0. Detalii: Proprietate in zona Militari, suprafata 120 mp, pret 193920 EUR."
344,Land  camere Pipera,land,589536,Bucuresti,Pipera,44.40905291474525,26.13908896080716,368,,,,,yes,,11,11,"Proprietate in zona Pipera, suprafata 368 mp, pret 589536 EUR.",https://example.com/listing/344,1602.0,,0,7.0,"land in Pipera, Bucuresti, 368 mp, nan camere, construit in nan. Detalii: Proprietate in zona Pipera, suprafata 368 mp, pret 589536 EUR."
345,House 4 camere Colentina,house,100008,Bucuresti,Colentina,44.44033631330574,26.07018461463899,72,4.0,1976.0,,,no,electrica,15,13,"Proprietate in zona Colentina, suprafata 72 mp, pret 100008 EUR.",https://example.com/listing/345,1389.0,49.0,0,3.8,"house in Colentina, Bucuresti, 72 mp, 4.0 camere, construit in 1976.0. Detalii: Proprietate in zona Colentina, suprafata 72 mp, pret 100008 EUR."
346,Land  camere Dorobanti,land,924420,Bucuresti,Dorobanti,44.43325784745997,26.17704227569455,930,,,,,no,,16,2,"Proprietate in zona Dorobanti, suprafata 930 mp, pret 924420 EUR.",https://example.com/listing/346,994.0,,0,7.6,"land in Dorobanti, Bucuresti, 930 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 930 mp, pret 924420 EUR."
347,House 2 camere Colentina,house,119856,Bucuresti,Colentina,44.41704694214141,26.063861061419168,88,2.0,2015.0,,,no,termoficare,16,9,"Proprietate in zona Colentina, suprafata 88 mp, pret 119856 EUR.",https://example.com/listing/347,1362.0,10.0,1,4.800000000000001,"house in Colentina, Bucuresti, 88 mp, 2.0 camere, construit in 2015.0. Detalii: Proprietate in zona Colentina, suprafata 88 mp, pret 119856 EUR."
348,Apartment 3 camere Berceni,apartment,103244,Bucuresti,Berceni,44.444714070252175,26.062283717132438,106,3.0,1994.0,10.0,10.0,yes,central,18,6,"Proprietate in zona Berceni, suprafata 106 mp, pret 103244 EUR.",https://example.com/listing/348,974.0,31.0,0,4.8,"apartment in Berceni, Bucuresti, 106 mp, 3.0 camere, construit in 1994.0. Detalii: Proprietate in zona Berceni, suprafata 106 mp, pret 103244 EUR."
349,House 3 camere Dorobanti,house,101676,Bucuresti,Dorobanti,44.41480017769708,26.1870305079413,74,3.0,2003.0,,,no,electrica,7,13,"Proprietate in zona Dorobanti, suprafata 74 mp, pret 101676 EUR.",https://example.com/listing/349,1374.0,22.0,0,8.6,"house in Dorobanti, Bucuresti, 74 mp, 3.0 camere, construit in 2003.0. Detalii: Proprietate in zona Dorobanti, suprafata 74 mp, pret 101676 EUR."
350,Apartment 3 camere Dorobanti,apartment,110112,Bucuresti,Dorobanti,44.42040095445463,26.05249561070492,62,3.0,2008.0,4.0,10.0,yes,electrica,12,15,"Proprietate in zona Dorobanti, suprafata 62 mp, pret 110112 EUR.",https://example.com/listing/350,1776.0,17.0,0,4.8,"apartment in Dorobanti, Bucuresti, 62 mp, 3.0 camere, construit in 2008.0. Detalii: Proprietate in zona Dorobanti, suprafata 62 mp, pret 110112 EUR."
351,House 3 camere Militari,house,86652,Bucuresti,Militari,44.4149645757276,26.195346162978527,87,3.0,1971.0,,,yes,gaz,18,12,"Proprietate in zona Militari, suprafata 87 mp, pret 86652 EUR.",https://example.com/listing/351,996.0,54.0,0,2.4000000000000004,"house in Militari, Bucuresti, 87 mp, 3.0 camere, construit in 1971.0. Detalii: Proprietate in zona Militari, suprafata 87 mp, pret 86652 EUR."
352,Apartment 2 camere Titan,apartment,214800,Bucuresti,Titan,44.401098161776126,26.090918026919688,120,2.0,2007.0,10.0,10.0,yes,central,17,15,"Proprietate in zona Titan, suprafata 120 mp, pret 214800 EUR.",https://example.com/listing/352,1790.0,18.0,0,1.7999999999999998,"apartment in Titan, Bucuresti, 120 mp, 2.0 camere, construit in 2007.0. Detalii: Proprietate in zona Titan, suprafata 120 mp, pret 214800 EUR."
353,House 1 camere Colentina,house,104650,Bucuresti,Colentina,44.4349731574233,26.061150368290317,70,1.0,1968.0,,,yes,gaz,8,12,"Proprietate in zona Colentina, suprafata 70 mp, pret 104650 EUR.",https://example.com/listing/353,1495.0,57.0,0,8.399999999999999,"house in Colentina, Bucuresti, 70 mp, 1.0 camere, construit in 1968.0. Detalii: Proprietate in zona Colentina, suprafata 70 mp, pret 104650 EUR."
354,House 1 camere Berceni,house,88011,Bucuresti,Berceni,44.414412760414194,26.18454437138478,77,1.0,1997.0,,,no,central,15,7,"Proprietate in zona Berceni, suprafata 77 mp, pret 88011 EUR.",https://example.com/listing/354,1143.0,28.0,0,6.2,"house in Berceni, Bucuresti, 77 mp, 1.0 camere, construit in 1997.0. Detalii: Proprietate in zona Berceni, suprafata 77 mp, pret 88011 EUR."
355,House 2 camere Pipera,house,80652,Bucuresti,Pipera,44.42398239842343,26.068129010299447,78,2.0,1972.0,,,yes,central,18,15,"Proprietate in zona Pipera, suprafata 78 mp, pret 80652 EUR.",https://example.com/listing/355,1034.0,53.0,0,1.2,"house in Pipera, Bucuresti, 78 mp, 2.0 camere, construit in 1972.0. Detalii: Proprietate in zona Pipera, suprafata 78 mp, pret 80652 EUR."
356,House 1 camere Pipera,house,104430,Bucuresti,Pipera,44.44939496339041,26.06440982707562,59,1.0,1979.0,,,yes,central,18,14,"Proprietate in zona Pipera, suprafata 59 mp, pret 104430 EUR.",https://example.com/listing/356,1770.0,46.0,0,1.6,"house in Pipera, Bucuresti, 59 mp, 1.0 camere, construit in 1979.0. Detalii: Proprietate in zona Pipera, suprafata 59 mp, pret 104430 EUR."
357,Apartment 2 camere Colentina,apartment,131131,Bucuresti,Colentina,44.43403359653262,26.121138318549384,77,2.0,1972.0,8.0,10.0,yes,electrica,9,4,"Proprietate in zona Colentina, suprafata 77 mp, pret 131131 EUR.",https://example.com/listing/357,1703.0,53.0,0,11.0,"apartment in Colentina, Bucuresti, 77 mp, 2.0 camere, construit in 1972.0. Detalii: Proprietate in zona Colentina, suprafata 77 mp, pret 131131 EUR."
358,Land  camere Drumul Taberei,land,1014909,Bucuresti,Drumul Taberei,44.43765435867828,26.061179117641657,651,,,,,yes,,18,10,"Proprietate in zona Drumul Taberei, suprafata 651 mp, pret 1014909 EUR.",https://example.com/listing/358,1559.0,,0,3.2,"land in Drumul Taberei, Bucuresti, 651 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 651 mp, pret 1014909 EUR."
359,Apartment 4 camere Colentina,apartment,137740,Bucuresti,Colentina,44.42247040037478,26.119549041718656,71,4.0,1996.0,1.0,10.0,no,termoficare,4,13,"Proprietate in zona Colentina, suprafata 71 mp, pret 137740 EUR.",https://example.com/listing/359,1940.0,29.0,0,10.4,"apartment in Colentina, Bucuresti, 71 mp, 4.0 camere, construit in 1996.0. Detalii: Proprietate in zona Colentina, suprafata 71 mp, pret 137740 EUR."
360,Land  camere Militari,land,1024100,Bucuresti,Militari,44.42778993241213,26.151904027889568,700,,,,,no,,11,3,"Proprietate in zona Militari, suprafata 700 mp, pret 1024100 EUR.",https://example.com/listing/360,1463.0,,0,10.2,"land in Militari, Bucuresti, 700 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 700 mp, pret 1024100 EUR."
361,House 3 camere Dorobanti,house,137384,Bucuresti,Dorobanti,44.44911646949903,26.18643586667256,104,3.0,1991.0,,,yes,gaz,3,13,"Proprietate in zona Dorobanti, suprafata 104 mp, pret 137384 EUR.",https://example.com/listing/361,1321.0,34.0,0,11.0,"house in Dorobanti, Bucuresti, 104 mp, 3.0 camere, construit in 1991.0. Detalii: Proprietate in zona Dorobanti, suprafata 104 mp, pret 137384 EUR."
362,House 4 camere Drumul Taberei,house,57964,Bucuresti,Drumul Taberei,44.42284796486671,26.058053618792304,43,4.0,1961.0,,,yes,gaz,11,8,"Proprietate in zona Drumul Taberei, suprafata 43 mp, pret 57964 EUR.",https://example.com/listing/362,1348.0,64.0,0,8.2,"house in Drumul Taberei, Bucuresti, 43 mp, 4.0 camere, construit in 1961.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 43 mp, pret 57964 EUR."
363,House 1 camere Militari,house,92950,Bucuresti,Militari,44.404282856082,26.1155814146772,65,1.0,2015.0,,,yes,central,20,10,"Proprietate in zona Militari, suprafata 65 mp, pret 92950 EUR.",https://example.com/listing/363,1430.0,10.0,1,2.0,"house in Militari, Bucuresti, 65 mp, 1.0 camere, construit in 2015.0. Detalii: Proprietate in zona Militari, suprafata 65 mp, pret 92950 EUR."
364,Land  camere Drumul Taberei,land,1052415,Bucuresti,Drumul Taberei,44.41343436593151,26.18942542434718,585,,,,,yes,,4,9,"Proprietate in zona Drumul Taberei, suprafata 585 mp, pret 1052415 EUR.",https://example.com/listing/364,1799.0,,0,12.0,"land in Drumul Taberei, Bucuresti, 585 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 585 mp, pret 1052415 EUR."
365,Land  camere Pipera,land,1485462,Bucuresti,Pipera,44.43020075247302,26.081247519981627,781,,,,,yes,,12,7,"Proprietate in zona Pipera, suprafata 781 mp, pret 1485462 EUR.",https://example.com/listing/365,1902.0,,0,8.0,"land in Pipera, Bucuresti, 781 mp, nan camere, construit in nan. Detalii: Proprietate in zona Pipera, suprafata 781 mp, pret 1485462 EUR."
366,Apartment 2 camere Colentina,apartment,179124,Bucuresti,Colentina,44.40885179961386,26.07951894379949,92,2.0,1969.0,10.0,10.0,no,gaz,13,14,"Proprietate in zona Colentina, suprafata 92 mp, pret 179124 EUR.",https://example.com/listing/366,1947.0,56.0,0,4.6000000000000005,"apartment in Colentina, Bucuresti, 92 mp, 2.0 camere, construit in 1969.0. Detalii: Proprietate in zona Colentina, suprafata 92 mp, pret 179124 EUR."
367,Land  camere Berceni,land,901476,Bucuresti,Berceni,44.44619327700692,26.176184218529134,612,,,,,yes,,10,12,"Proprietate in zona Berceni, suprafata 612 mp, pret 901476 EUR.",https://example.com/listing/367,1473.0,,0,7.2,"land in Berceni, Bucuresti, 612 mp, nan camere, construit in nan. Detalii: Proprietate in zona Berceni, suprafata 612 mp, pret 901476 EUR."
